SYMBOL	IlmnID
AMN	cg01155039
RPL38	cg01160766
TCF25	cg01161216
TAF2	cg01161597
GALNT13	cg01161611
ABCB8	cg01166674
HIC1	cg01168201
INPP4A	cg01169610
SGCE	cg01169624
DLX5	cg01169726
GBGT1	cg01169778
USP38	cg01171588
SLC5A2	cg01171858
MAGEH1	cg01172484
NRBF2	cg01172656
SESN2	cg01172735
SLC16A14	cg01172899
ZFYVE9	cg01172972
NRSN1	cg01173186
ZSCAN2	cg01173291
SNX1	cg01176271
NEDD9	cg01177524
SLC4A2	cg01177956
C7orf30	cg01182585
TMEM59	cg01182697
TAS2R3	cg01182873
ST7L	cg01183669
EML4	cg01184449
ZNF496	cg01184522
ZNF710	cg01185080
F3	cg01185754
TNFSF9	cg01186777
MT2A	cg01190915
SAT2	cg01191395
BTG4	cg01192900
LGALS14	cg01192952
SIGLEC7	cg01193293
MYOG	cg01194444
MAGED1	cg01195014
PRO0461	cg01195053
YIPF4	cg01195127
FBP2	cg01197831
GCN1L1	cg01199721
SCRT2	cg01200060
POLR2D	cg01200177
YBX2	cg01204271
TPK1	cg01204439
LILRA4	cg01204985
TOMM22	cg01206472
PPFIA3	cg01206970
USP10	cg01211097
MANEAL	cg01214209
DPYSL2	cg01214321
TMPRSS3	cg01214847
TGIF2LX	cg01215061
SPATA16	cg01216369
WDR34	cg01220033
ZNF584	cg01221484
C20orf112	cg01221637
TTC1	cg01222684
KCNJ8	cg01226811
MTHFR	cg01226883
SPANXD	cg01227519
GIMAP7	cg01227741
PTEN	cg01228636
GPR101	cg01228667
DGKD	cg01230160
NID2	cg01231779
ST3GAL4	cg01234063
COL1A1	cg01234133
SUB1	cg01236137
CST2	cg01237132
APC	cg01240931
INVS	cg01241375
TFE3	cg01241836
PLEC1	cg01242619
TMEM182	cg01243790
FAM82B	cg01244871
LSS	cg01245595
ASNS	cg01245656
PLEKHA1	cg01246254
STIM1	cg01246405
ATP6V0D2	cg01248426
SAT2	cg01249910
NSUN5	cg01251255
USE1	cg01252496
STOML2	cg01253107
RNF185	cg01253545
PSMC6	cg01254459
BST2	cg01254505
PPFIBP1	cg01255349
R3HDML	cg01255591
DKC1	cg01257202
ITPKB	cg01259619
ADAMTS8	cg01260219
POLG2	cg01261503
GLYR1	cg01261535
DSCR9	cg01262913
PHLDA2	cg01263716
CTDSP1	cg01264826
C20orf141	cg01265637
RNF220	cg01267315
KIAA1244	cg01269048
BTN3A3	cg01269795
AAK1	cg01272601
CORO1C	cg01273150
TCP10L	cg01274324
TRIP6	cg01274660
C10orf95	cg01275830
PYGO2	cg01277844
DOK3	cg01278291
SMARCA5	cg01278696
ATIC	cg01280080
LYSMD1	cg01281797
OPRK1	cg01281904
NKX2-5	cg01282074
C14orf101	cg01282432
ACSS3	cg01283289
C21orf91	cg01284306
HCN2	cg01284619
MELK	cg01288067
CXCL10	cg01288089
CD83	cg01288598
KRT222	cg01289103
COL2A1	cg01291404
NOP56	cg01292265
TCEA2	cg01293143
NEUROD2	cg01293647
MESP1	cg01294695
FOXJ1	cg01294702
PRDM14	cg01295203
TSHZ1	cg01297972
NOP10	cg01299496
FST	cg01301664
TP53AIP1	cg01302245
IGF1	cg01305421
WHSC1	cg01305547
PDLIM4	cg01305625
CDKN1A	cg01306510
HIST1H2AA	cg01307730
IL12A	cg01308501
C12orf49	cg01308601
PCP4	cg01309152
SURF1	cg01309153
FAM122C	cg01309671
ALDOA	cg01311051
SPATA4	cg01311285
WNT3A	cg01313514
OSTCL	cg01313949
SKA1	cg01313966
C14orf139	cg01316071
LDHA	cg01316516
RBM12	cg01316789
PPP1R1A	cg01316819
LAT2	cg01318557
ZNF295	cg01320040
SEC63	cg01320361
SPHAR	cg01320507
AP2A2	cg01321151
SFT2D1	cg01322079
WNT3A	cg01322134
LETMD1	cg01322897
SCRG1	cg01324261
CTAG2	cg01325515
HINT2	cg01328164
G3BP2	cg01331554
PTHLH	cg01333011
CDC42BPB	cg01333131
VPS26B	cg01333619
GJB5	cg01333788
LYPLA1	cg01334437
C12orf34	cg01335367
DSG1	cg01337047
SOX2	cg01340005
FAM71A	cg01342792
ZNF688	cg01343729
RSPH9	cg01344171
DGKE	cg01344452
RGS11	cg01344518
DHRS3	cg01346152
RCC2	cg01346589
CSNK1E	cg01346718
DQX1	cg01347719
RGS14	cg01348086
PLIN1	cg01348757
DCXR	cg01350700
CIITA	cg01351032
KCNK4	cg01352108
STUB1	cg01352882
IRAK1	cg01353347
C7orf16	cg01353448
HOXA9	cg01354473
HADHA	cg01355520
GNAS	cg01355739
IL12RB2	cg01356829
ATOH1	cg01357116
BCL7A	cg01357263
AQP10	cg01359534
TAF5	cg01360325
TSG101	cg01360768
IL2RG	cg01361446
DLG5	cg01361777
MAP3K7IP2	cg01362183
FLAD1	cg01366407
WBSCR17	cg01366419
LY9	cg01367992
UBQLN3	cg01369413
ZNF175	cg01369850
CAMKK2	cg01369981
ZNF184	cg01371258
ANP32E	cg01371477
C12orf62	cg01372605
MRPL12	cg01372689
TMEM86A	cg01373706
HCFC1R1	cg01374047
TPSD1	cg01375871
MXRA5	cg01375994
ANAPC5	cg01376672
ACP6	cg01377755
NTF4	cg01377911
HOXA9	cg01381846
METTL13	cg01382363
VPS45	cg01385430
ADRB3	cg01386493
TERC	cg01389761
LIPH	cg01390445
ZNF207	cg01395672
FAM83H	cg01399317
C19orf30	cg01400401
PHF2	cg01401337
EYA4	cg01401376
SGK196	cg01402045
GATAD2B	cg01402255
PPWD1	cg01403114
ZW10	cg01404197
DKK2	cg01404615
HOXB5	cg01405107
CLVS1	cg01405761
TNFRSF10C	cg01407244
SPATA8	cg01407341
CCDC117	cg01407797
PIGA	cg01408383
PDE4A	cg01408558
TRAFD1	cg01409734
CRISPLD1	cg01410472
NVL	cg01411954
BBS4	cg01412445
IFRD2	cg01413314
INSL3	cg01413516
SH3BGRL3	cg01414934
BAZ2B	cg01416012
ARHGAP24	cg01418124
GLUL	cg01419479
RHOB	cg01419675
PTTG1IP	cg01419679
ITPK1	cg01419788
FBXO2	cg01420388
OTUD7A	cg01421985
ZCCHC10	cg01422136
CARD8	cg01422337
FATE1	cg01423840
CDX2	cg01424107
DLX3	cg01425405
NEGR1	cg01425670
FAM20B	cg01426743
TMC4	cg01427567
RSAD1	cg01428361
GPHN	cg01428678
DCAF8	cg01429181
LOX	cg01429321
MYH7	cg01429391
NANS	cg01429996
SRRM3	cg01430430
NDUFB8	cg01430807
PDE10A	cg01431114
TMEM134	cg01432087
ATN1	cg01437411
TMEM97	cg01438829
ENC1	cg01439669
PEX13	cg01439983
CSNK1E	cg01441777
XCR1	cg01442426
RALY	cg01442481
YAP1	cg01442799
UNG	cg01442833
USP8	cg01443067
GAPDHS	cg01443452
CLCN7	cg01443630
FAM107A	cg01446393
CER1	cg01446692
SPOP	cg01446983
FEN1	cg01447420
TSNAX	cg01447498
AQP12A	cg01447817
ZNF213	cg01449415
NAIP	cg01449591
STON1-GTF2A1L	cg01450842
SLC17A5	cg01454004
GALP	cg01454134
ANGEL1	cg01457080
GGTLC2	cg01457622
FBXL8	cg01457653
PADI3	cg01459162
SELP	cg01459453
AHRR	cg01459955
ABCB10	cg01460479
TMEM63A	cg01461641
HS3ST1	cg01462829
CCDC12	cg01462904
ZNF512	cg01464985
ERCC6	cg01465325
ACVR2B	cg01465620
ITSN1	cg01465641
YY1AP1	cg01466020
SERP1	cg01466075
BRSK2	cg01468621
LIF	cg01468868
OR5P3	cg01469547
SCAND1	cg01470283
DKK2	cg01471384
C1orf115	cg01471713
CLEC10A	cg01472101
ELF5	cg01473816
CCT8L2	cg01474260
MGAM	cg01476044
SLC29A3	cg01478450
C20orf54	cg01479232
MLEC	cg01481441
POLE3	cg01481976
ORMDL3	cg01482279
TP53INP2	cg01483882
NCALD	cg01484156
MLLT6	cg01485645
RPLP2	cg01485797
VASH2	cg01485998
PEG10	cg01488147
LCAT	cg01489608
FAM86C	cg01490535
ZCCHC9	cg01491225
SSH2	cg01491540
TMEM135	cg01492649
GRWD1	cg01493303
IFFO1	cg01493517
ACOXL	cg01494593
ALG3	cg01494864
KCNMB1	cg01495509
ZFAND2A	cg01497501
ANKDD1A	cg01497527
SLC24A5	cg01497576
SACS	cg01498098
FIG4	cg01500097
LIM2	cg01500140
HARS2	cg01500421
CDC5L	cg01500567
VARS	cg01505176
PHLDA2	cg01505590
IL1F5	cg01507173
GORAB	cg01508386
ZNF542	cg01510051
SSRP1	cg01511567
PCDHB3	cg01512854
NDUFA11	cg01513611
SAPS2	cg01513661
MYO1A	cg01514487
ANAPC11	cg01515426
SAA2	cg01515887
WFDC3	cg01517033
SOCS6	cg01517728
JAKMIP1	cg01519742
HSPA2	cg01520924
SLC13A3	cg01521624
KHK	cg01522194
CDC37	cg01522721
VPS45	cg01522975
LCK	cg01525376
P2RX1	cg01526089
RNF216	cg01527212
ADH1B	cg01528948
KCNQ1DN	cg01530101
PPDPF	cg01531431
SSBP4	cg01532080
BSG	cg01532103
CLEC4M	cg01532771
IFI30	cg01533387
ACADS	cg01535453
NDUFA8	cg01536400
EEF1A1	cg01536980
CCDC51	cg01538982
GZF1	cg01539186
C7orf41	cg01541443
NSUN2	cg01541629
PRAC	cg01543654
CPNE6	cg01545079
ASF1B	cg01545242
AP4S1	cg01546046
ITK	cg01546430
GATA4	cg01546563
IFNA10	cg01549015
H2AFY	cg01550148
AKAP12	cg01555431
C19orf59	cg01556075
SLC22A17	cg01557297
PACSIN2	cg01557667
SLC24A3	cg01557989
C10orf99	cg01558777
C10orf27	cg01560871
HAAO	cg01561916
TREML1	cg01564343
GNAS	cg01565918
CAPN2	cg01566170
ETNK2	cg01566404
RGS14	cg01567482
COX5B	cg01568335
SERPINB7	cg01568736
ARID3B	cg01570086
PNRC1	cg01570769
FAM50B	cg01570885
PTPRG	cg01572266
RPH3A	cg01573562
CLIC1	cg01578324
MEX3B	cg01578341
NCF2	cg01579216
PHTF1	cg01580044
LAMB3	cg01580568
HAND2	cg01580681
RHPN2	cg01580888
RBM18	cg01581111
MUC17	cg01584473
FSIP1	cg01585703
SUMO1	cg01585758
DCAF4L2	cg01587454
CTDP1	cg01589580
FGD1	cg01592593
ADAMTS2	cg01593190
FGG	cg01593385
COL1A1	cg01593886
SMPDL3A	cg01594214
YIF1B	cg01594262
HNRNPA3	cg01594915
TRAIP	cg01598046
HBG1	cg01598642
HBEGF	cg01599709
FLJ20444	cg01600189
CALM2	cg01600782
GAB1	cg01601573
GCSH	cg01602416
WDR36	cg01602430
KRT14	cg01602596
SLC2A13	cg01603095
AHCTF1	cg01605517
LOC284837	cg01605783
MED22	cg01605984
PANX2	cg01606998
BAG4	cg01607495
FBXO28	cg01610240
TRPA1	cg01610488
ZBED5	cg01611640
FCRL4	cg01612158
ZNF22	cg01614759
ACYP2	cg01615080
MALL	cg01615704
CMTM8	cg01617750
CRY2	cg01618083
C11orf54	cg01618304
TRIM14	cg01618660
CD209	cg01618851
PRNP	cg01620308
AK2	cg01620569
SLC5A6	cg01620785
GTSF1L	cg01623187
CTSZ	cg01623438
GRP	cg01625242
GMPPB	cg01626197
TRIM4	cg01626227
HAX1	cg01628253
ANKRD36B	cg01628803
CDC42EP2	cg01630869
SSX8	cg01632517
CLTCL1	cg01632825
GMPS	cg01634119
COL11A2	cg01635061
CCL8	cg01636591
CD5L	cg01637734
DOCK5	cg01638025
CDK6	cg01638735
METTL13	cg01639034
ASPRV1	cg01639256
APPL2	cg01643284
KCNK3	cg01643580
C11orf16	cg01643624
ZNF551	cg01644850
TMEM79	cg01646665
CCDC82	cg01651364
CDC20	cg01651593
MITD1	cg01651821
VAMP4	cg01653110
BAI2	cg01653445
AADAT	cg01654582
PHLDB3	cg01655123
EXOSC5	cg01655341
SLC5A5	cg01655355
ZNF438	cg01656216
ZIM2	cg01656470
KATNB1	cg01656750
FUT2	cg01656853
NT5C1A	cg01656955
ZNF35	cg01657207
NPFF	cg01657380
RNF145	cg01657408
KLHL22	cg01657694
ABLIM1	cg01658815
TTYH1	cg01661993
YY2	cg01662650
PACS1	cg01663295
C3orf15	cg01663469
DVL3	cg01663570
CTSZ	cg01663968
PLD5	cg01664666
NDNL2	cg01665633
FLT3LG	cg01667384
TRAPPC1	cg01667702
MSR1	cg01668126
CSNK1A1L	cg01668383
SCG2	cg01668465
KCNK16	cg01669948
PGBD5	cg01671575
C20orf71	cg01671881
NAIP	cg01673583
AFM	cg01675895
TCEA1	cg01677098
ZBTB26	cg01677177
MAGEL2	cg01678091
SLC36A3	cg01678321
CALR	cg01678893
IPO5	cg01679262
FBXO25	cg01680762
TCAP	cg01680823
CMTM2	cg01683883
NOP16	cg01684579
FAM131A	cg01684901
SLC4A2	cg01685739
LUC7L	cg01687051
CBARA1	cg01687711
PUF60	cg01692572
AP3B1	cg01692815
SRPK1	cg01693108
TUBA4A	cg01693157
WT1	cg01693350
FAM20A	cg01697732
IL10RA	cg01697865
KCTD8	cg01699584
MYO1H	cg01703884
RBM47	cg01704534
CCDC34	cg01705458
SV2A	cg01705587
NFKBIE	cg01708236
MYL7	cg01708964
HDAC11	cg01712016
IFNA13	cg01713938
GOLGA8A	cg01714513
PZP	cg01714932
CDKN2B	cg01716061
ZNRD1	cg01716083
KCNK9	cg01717150
SOCS1	cg01717706
VSTM1	cg01718139
KDM1A	cg01718365
DACH2	cg01718602
SMTNL2	cg01720228
LILRB1	cg01720520
C18orf20	cg01722450
GRIN2A	cg01722994
MRFAP1	cg01723464
HN1L	cg01723747
NMNAT3	cg01724150
GALNT12	cg01725199
LALBA	cg01726767
C1RL	cg01726775
GPATCH2	cg01727899
MRPS34	cg01729862
FGF6	cg01731341
IL17RA	cg01731685
TBX19	cg01732037
LIPC	cg01733599
HSPA5	cg01733783
KCNQ1	cg01734338
POLR3D	cg01735903
PPIC	cg01737507
FRG1	cg01737532
RB1	cg01738359
SLC35E2	cg01738944
CHRNE	cg01739167
VPS54	cg01739965
MAGEA2	cg01743008
GCA	cg01743370
SCAMP3	cg01745448
CDKN1B	cg01745510
PLCXD2	cg01745657
SFRS7	cg01746088
C6orf182	cg01747191
IGFALS	cg01747665
DCTN1	cg01753375
COL5A1	cg01753595
ELK2P1	cg01753906
ILF3	cg01755369
CDK6	cg01756060
C10orf93	cg01757745
C7orf46	cg01758870
RAB38	cg01761409
DKK4	cg01762581
TNFRSF11A	cg01765461
ATAD1	cg01765473
TBC1D5	cg01765641
FBXL22	cg01767116
JARID2	cg01769037
IL6	cg01770232
SERPINC1	cg01770400
SCGB1D1	cg01772980
LSM10	cg01773061
IGFBP6	cg01773854
ARHGAP30	cg01774645
RP11-49G10.8	cg01775265
PHF21B	cg01775414
COIL	cg01776246
FANCB	cg01776396
CLIP4	cg01777397
DSCC1	cg01780107
EPAS1	cg01780482
PARVA	cg01781266
YME1L1	cg01782320
ZBTB7B	cg01782486
ERMAP	cg01782487
RFT1	cg01783386
DNAJB4	cg01784199
ZDHHC21	cg01785060
CNIH4	cg01785339
MSX1	cg01785568
RAD9A	cg01787047
HNRNPR	cg01788438
SLC28A2	cg01789267
KREMEN1	cg01791232
FAM105A	cg01794265
CNDP2	cg01794711
EMP3	cg01795122
SLC25A40	cg01795161
DDX5	cg01795697
CPA4	cg01796223
LIFR	cg01796228
RPL3L	cg01797043
BMP2	cg01797527
RPSA	cg01798443
STAC	cg01798589
ATM	cg01800843
UFC1	cg01801174
TXNDC5	cg01802635
HERC3	cg01802653
SMAD1	cg01803059
BCL2	cg01803238
TSEN54	cg01803810
YTHDC1	cg01804429
TSHZ1	cg01804844
EYA4	cg01805282
CACNB2	cg01805540
PRR7	cg01805784
PTK2	cg01806808
SYT9	cg01806928
NUBP1	cg01808090
SLC35B3	cg01808130
PSMD6	cg01808508
ITPKA	cg01808706
HNRNPK	cg01809579
EIF3B	cg01813334
CCDC135	cg01813965
MINPP1	cg01816336
TRHDE	cg01817029
GNAS	cg01817393
ENPP1	cg01818492
IL17RD	cg01819572
EPC1	cg01819863
LAG3	cg01820374
MICALL2	cg01820777
LOX	cg01824804
GIMAP7	cg01827098
WNT2	cg01830294
TARBP2	cg01833398
KRT8	cg01835489
PCDH20	cg01836044
TRAPPC1	cg01837574
RPRD1A	cg01837689
FUT9	cg01837719
GCH1	cg01838317
DCC	cg01839464
BTN3A1	cg01840268
C5	cg01843018
STAM2	cg01846065
C16orf61	cg01848594
ZC3H7B	cg01849789
C10orf58	cg01851208
CLCN4	cg01851385
PKP2	cg01851399
PPP1R10	cg01852131
DAGLB	cg01852328
KRT71	cg01853981
IL15	cg01856970
ZNF384	cg01856985
C19orf41	cg01857260
ROM1	cg01858173
RASSF5	cg01860753
SPOCK2	cg01861509
TMEM20	cg01862366
CTCF	cg01866162
EHD1	cg01866521
LCE5A	cg01868128
STRAP	cg01868559
HEY2	cg01868782
LRRN4	cg01869233
LOC389458	cg01870826
LCN2	cg01871963
FGL1	cg01871995
BEND2	cg01872771
C9orf85	cg01873645
CHEK2	cg01875775
ZDHHC7	cg01876612
CD44	cg01879488
XRCC1	cg01880404
CDH13	cg01880569
SERTAD3	cg01881255
MACROD1	cg01882150
SOCS2	cg01882179
HIPK1	cg01883521
STK19	cg01883966
CDKL5	cg01885202
ZNF621	cg01885635
ZNF41	cg01887353
PUM2	cg01888166
ABTB2	cg01888411
MEST	cg01888566
AGBL2	cg01888601
HLA-DQB1	cg01889448
TTLL1	cg01892528
PGCP	cg01892689
CRBN	cg01892727
ANXA1	cg01894895
LOC654342	cg01895214
SCTR	cg01897036
FLT1	cg01899253
SFT2D3	cg01900048
CNN1	cg01900364
CCDC7	cg01902747
NCAPH	cg01906055
IFNA13	cg01906717
RNF8	cg01907837
LSP1	cg01909245
ZNF645	cg01909378
JUN	cg01909487
BRD2	cg01909833
GFI1B	cg01909921
BCAP31	cg01910452
PLUNC	cg01910481
CSMD3	cg01911082
ZPLD1	cg01913908
ATP2A3	cg01914242
SPIC	cg01917648
UBE2T	cg01918706
RLF	cg01918888
LAMB2	cg01919208
ZNF638	cg01919488
RFX4	cg01920232
CDK5R2	cg01920829
B4GALT5	cg01924619
H2AFX	cg01924993
PFN1	cg01926595
ZFP36L1	cg01928902
CD63	cg01929065
NMNAT1	cg01929105
ZNF649	cg01930621
TK2	cg01931893
AMMECR1L	cg01932215
CD164	cg01932459
FBXL16	cg01934790
GLIS2	cg01934797
ETF1	cg01936124
CYP1B1	cg01936270
SLC17A2	cg01936555
FAM179B	cg01938354
UBE3C	cg01939428
RGSL1	cg01939443
MTMR15	cg01939479
ETV6	cg01939597
GABRB2	cg01939681
TMEM8A	cg01940867
MTAP	cg01940974
MEP1B	cg01941619
CACNA1D	cg01942127
NMU	cg01943185
TUBB	cg01944444
RPL37	cg01945391
RUNX2	cg01946401
PTPRM	cg01946574
ZNF416	cg01947224
KIF3B	cg01951308
ATP6V1B2	cg01952458
RILPL2	cg01954353
FAM120B	cg01956781
SKAP2	cg01957330
DEFB125	cg01958189
SEMA6C	cg01958916
HYOU1	cg01959004
MED19	cg01959848
NXF3	cg01961936
TNK2	cg01962086
GRM4	cg01962826
CBR1	cg01962969
ELANE	cg01963696
SH3TC2	cg01965939
C16orf79	cg01966105
RUNDC3B	cg01966465
REEP1	cg01968178
C18orf45	cg01968530
CNNM1	cg01968793
GPSM2	cg01969748
NELF	cg01970325
CALCA	cg01971122
LANCL3	cg01975392
C16orf42	cg01979004
TREM2	cg01980222
PER1	cg01980637
RPS14	cg01982455
PGBD3	cg01982597
MED21	cg01982833
TRMT2A	cg01985090
DAAM2	cg01985396
RNF166	cg01985852
ARNTL2	cg01986577
PGR	cg01987509
ADHFE1	cg01988129
NDN	cg01989224
LMAN2L	cg01990225
OPA3	cg01990304
FOXJ3	cg01990334
CHRM4	cg01991150
FOXRED1	cg01991383
MMD	cg01992081
PCIF1	cg01993411
SLC29A1	cg01993576
MAP3K8	cg01994328
BLM	cg01994513
ZNRF1	cg01994779
MPP6	cg01995513
EIF3C	cg01997480
CXorf21	cg01997953
PSIP1	cg01998146
ZBTB2	cg01998682
LPCAT2	cg01998785
CASP14	cg01999333
CLASP2	cg01999523
ALG5	cg01999787
CRIP1	cg02000005
MAP1B	cg02001410
APOBEC3B	cg02002676
TFE3	cg02004156
FEN1	cg02005336
DDX18	cg02005375
SLC13A4	cg02005755
ITGA7	cg02007463
KCNJ8	cg02007844
TBX20	cg02008154
ZNF267	cg02008169
TMEM61	cg02008416
TNFRSF10B	cg02008544
FAM102A	cg02009694
CRB2	cg02010852
DLX2	cg02014107
TEKT3	cg02016419
SCN1B	cg02017041
WDR41	cg02017109
FFAR3	cg02017155
SYNE2	cg02018101
UPK1B	cg02019333
PRRG3	cg02020018
RBL2	cg02021817
KRTAP1-1	cg02022375
CRLS1	cg02025407
RHBDL1	cg02026235
ALAD	cg02027010
ATXN3	cg02028524
CXCL1	cg02029926
IGSF8	cg02032115
ZNF449	cg02032561
GPATCH1	cg02033116
DQX1	cg02034222
MC4R	cg02037013
ADH1A	cg02039053
CEBPE	cg02039171
C10orf95	cg02040734
ADSSL1	cg02043070
PCMT1	cg02043083
CYP2A6	cg02043477
IL20RB	cg02044161
PLA2G12B	cg02044879
MPP5	cg02045085
C11orf76	cg02046017
RNF114	cg02046340
DEFB129	cg02046532
UCKL1	cg02047577
INSRR	cg02049180
WBSCR16	cg02053171
NPAS4	cg02055483
CDX2	cg02055963
SP110	cg02056135
CNO	cg02057157
GABBR2	cg02058918
HLTF	cg02059813
BMP15	cg02060618
FOXO3	cg02060698
LASP1	cg02060988
MMP10	cg02061229
HCFC1R1	cg02062650
C6orf118	cg02064106
SLC6A18	cg02064402
GABRA1	cg02065387
KIAA0101	cg02065795
COL18A1	cg02066681
POLD4	cg02066887
DNAJC5B	cg02067021
COBRA1	cg02068676
ATP7B	cg02071074
VPS18	cg02071305
C9orf163	cg02071439
GSTA3	cg02075593
ISLR	cg02077702
CARM1	cg02077793
TMEM39B	cg02078356
VSIG2	cg02082342
CLEC4A	cg02082571
TNFRSF25	cg02084087
TRIP10	cg02085507
PCDHB8	cg02087637
TMEM129	cg02089348
CNTNAP3	cg02090283
GUCA1A	cg02091100
NTSR2	cg02092466
C7orf70	cg02092706
HIST4H4	cg02094237
FGF16	cg02096520
UNC13B	cg02096633
C7orf55	cg02096656
HRG	cg02097420
PAFAH1B3	cg02097636
CD28	cg02099418
AIFM2	cg02100629
PSME4	cg02100828
C3orf32	cg02100848
DLX5	cg02101486
SYNRG	cg02102644
SDCBP	cg02103294
SYT7	cg02104644
SMG7	cg02105034
MAGI1	cg02105377
PIGR	cg02105856
C6orf218	cg02110963
TACR1	cg02111587
METT11D1	cg02113971
PTTG1IP	cg02114786
NPBWR1	cg02115041
OR2H1	cg02117021
BCO2	cg02119229
NOD2	cg02119982
LRRC15	cg02121427
TBX3	cg02121943
PIM1	cg02123547
OR7A5	cg02124291
SNURF	cg02125271
CTRL	cg02126424
LRRC57	cg02126638
AEBP1	cg02126753
KCNK5	cg02128567
STMN4	cg02130905
LRP1	cg02131399
TMEM156	cg02131853
ACE	cg02131967
HAMP	cg02131995
HMGN5	cg02132188
KCNK13	cg02136132
LOC348840	cg02141570
GALNT10	cg02141675
LYAR	cg02142461
CEBPA	cg02144298
AOX1	cg02144933
SAP18	cg02147791
RGPD5	cg02148642
ATRX	cg02148711
TPTE	cg02148834
C5AR1	cg02149446
PPIH	cg02150709
GZMH	cg02150910
HM13	cg02151301
OBFC2B	cg02153528
HARS2	cg02153871
HTRA2	cg02154074
PNMA2	cg02154186
PCCA	cg02154956
APOA5	cg02157083
ELMOD2	cg02157306
MPPE1	cg02159896
MRPS16	cg02160826
HIAT1	cg02161046
MKX	cg02161900
ZIM2	cg02162069
HMGCR	cg02162412
DIS3	cg02162950
FAM53B	cg02163937
SST	cg02164046
HIGD1B	cg02164386
ITGAD	cg02164442
NDUFB11	cg02165720
PAPOLA	cg02166313
IGF2	cg02166532
CDH13	cg02168291
XRCC6	cg02169098
CHD2	cg02169430
MYO9A	cg02169446
CD8A	cg02170525
RPL27A	cg02171008
SNRPN	cg02171545
GJA5	cg02173484
RAB40B	cg02175035
SORT1	cg02175308
LOC729991-MEF2B	cg02178774
MTRF1	cg02178898
ARSA	cg02181494
SERPINA1	cg02181506
NEUROG2	cg02182354
VNN1	cg02184413
DPF2	cg02186298
COMMD9	cg02186948
BET1	cg02186966
TBC1D22B	cg02187357
ATP6V1C1	cg02187914
CLIC3	cg02189785
RDH5	cg02192520
HIST1H2BI	cg02192855
SLC3A1	cg02192965
FAM3D	cg02194211
EPHA8	cg02194878
NOL10	cg02196655
MTHFS	cg02196730
CSF2	cg02196805
FBXO27	cg02197293
NEDD4	cg02198044
TSC2	cg02198582
EIF4A2	cg02200132
PDGFC	cg02200584
PSMG2	cg02201963
SPRR4	cg02202484
MYCN	cg02204046
PRRX2	cg02205739
BCAP31	cg02205962
C1orf198	cg02206259
PPP1R12C	cg02207610
RHOJ	cg02210123
GUCY1A3	cg02210887
MMP1	cg02212280
EXOC7	cg02212737
LY86	cg02212836
UBAC2	cg02213716
BDH2	cg02214188
ANKHD1-EIF4EBP3	cg02215538
OCLN	cg02216250
KHDRBS2	cg02217159
FAM125A	cg02217814
ANGPTL3	cg02218214
GRM2	cg02218260
RSPH6A	cg02218324
PTPN20B	cg02222362
ARHGAP9	cg02224164
B3GALT6	cg02224920
FAM65A	cg02225847
SQLE	cg02226697
VPS28	cg02226871
BLMH	cg02226939
ROPN1L	cg02227605
ASPA	cg02228185
TRMT1	cg02229516
IL1F7	cg02229946
SLC25A43	cg02232922
SLC12A2	cg02233558
SLC46A3	cg02233559
FANCF	cg02235880
WBSCR27	cg02237119
RRM2	cg02237186
ZNF423	cg02238504
RRP12	cg02238747
B3GNT5	cg02238826
MRPL37	cg02239021
CYTH2	cg02239082
GLB1L	cg02240226
PLCB2	cg02240622
IL23R	cg02241259
PIKFYVE	cg02241586
TMEM176A	cg02244695
CCDC140	cg02245378
RNF115	cg02245418
HCFC2	cg02246665
UBAC2	cg02246968
ZNF512	cg02247582
HOXA5	cg02248486
HIST1H2AI	cg02248540
ONECUT2	cg02250594
HTR2A	cg02250787
SCARB1	cg02250992
DOCK2	cg02251134
AP3D1	cg02252907
ZNF664	cg02252918
PLEKHB1	cg02254407
CSRNP1	cg02254461
ENAH	cg02254649
GDEP	cg02255004
TTC4	cg02255609
DCDC5	cg02255732
ACSL6	cg02257405
DDAH2	cg02257681
FGF9	cg02259997
PCDHB2	cg02260587
MPPED1	cg02261346
HPRT1	cg02264284
MOSC1	cg02265318
CPM	cg02266731
ZNF136	cg02268424
TRAF4	cg02269221
DUSP8	cg02271621
USP14	cg02273078
SERPINE1	cg02273392
PLXNB3	cg02273788
PNMA6A	cg02274362
SOAT1	cg02275294
ZNF146	cg02275359
PTGR2	cg02275830
SMPDL3A	cg02275989
CTNNA1	cg02276665
PSMC1	cg02276686
SEC62	cg02276793
TIMM9	cg02277509
DUSP18	cg02278071
COX7A2L	cg02278165
MLH1	cg02279071
PKLR	cg02280309
PRKCH	cg02282237
SULF1	cg02283643
TRIM49	cg02284188
PPME1	cg02284889
POLR1D	cg02285477
ZNF254	cg02286642
CCDC28B	cg02286990
SIGLEC1	cg02288165
TBL2	cg02290509
TIMM10	cg02292024
GAS2L1	cg02293044
GTF2F2	cg02296128
RAB39B	cg02298008
ZNF555	cg02298570
CHST6	cg02298612
UBL7	cg02299279
LSM5	cg02299653
FANCF	cg02300906
TMOD4	cg02301754
KIAA1267	cg02301815
AP2S1	cg02303361
SERTAD4	cg02304930
KCNG1	cg02305261
SNRPN	cg02305723
C12orf60	cg02307482
INPP5B	cg02309273
BPIL3	cg02309431
HCRTR1	cg02309594
MMP9	cg02310296
SEMG2	cg02311163
